,x
37818,openmrs/ws/rest/v1/person/dd553e53-1691-11df-97a5-7038c432aabf
37819,openmrs/ws/rest/v1/person
37820,openmrs/ws/rest/v1/concept?q=Yes
37821,openmrs/ws/rest/v1/person
37822,openmrs/ws/rest/v1/person
37823,openmrs/ws/rest/v1/person/f0958877-6096-4aed-807c-e72860c60595?purge=true
37824,openmrs/ws/rest/v1/person
37825,openmrs/ws/rest/v1/person/8cdd5784-0536-4959-aecc-580c2221b6b5?purge=true
37826,openmrs/ws/rest/v1/person/6e396b3d-76c2-4720-a457-dc7040211762?purge=true
37827,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37828,openmrs/ws/rest/v1/concept?q=A+POSITIVE
37829,openmrs/ws/rest/v1/person
37830,openmrs/ws/rest/v1/person
37831,openmrs/ws/rest/v1/person/76a467fd-52ab-4776-84c7-a96db56a319f?purge=true
37832,openmrs/ws/rest/v1/person/dd5561a5-1691-11df-97a5-7038c432aabf
37833,openmrs/ws/rest/v1/person/dd55457a-1691-11df-97a5-7038c432aabf
37834,openmrs/ws/rest/v1/person
37835,openmrs/ws/rest/v1/person
37836,openmrs/ws/rest/v1/person/dd55457a-1691-11df-97a5-7038c432aabf
37837,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37838,openmrs/ws/rest/v1/person
37839,openmrs/ws/rest/v1/person/e60352ea-e409-41b3-903a-33193c5d3386?purge=true
37840,openmrs/ws/rest/v1/person
37841,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
37842,openmrs/ws/rest/v1/person/99dc680f-4ef6-45e4-9fff-6e2623b7b318?purge=true
37843,openmrs/ws/rest/v1/person
37844,openmrs/ws/rest/v1/person/dd5561a5-1691-11df-97a5-7038c432aabf
37845,openmrs/ws/rest/v1/person/05f794b2-6da4-410e-8b8e-71f5aea21a58?purge=true
37846,openmrs/ws/rest/v1/person/24f91487-0d64-467a-bd03-fc4fc3c3c58f?purge=true
37847,openmrs/ws/rest/v1/person/4b9b2b59-f407-4713-9d05-fa54de527b69?purge=true
37848,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37849,openmrs/ws/rest/v1/person/3e4ba844-6b5d-4a55-ad3b-86b33c74de23?purge=true
37850,openmrs/ws/rest/v1/concept?q=%28%2B%29
37851,openmrs/ws/rest/v1/person
37852,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
37853,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37854,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
37855,openmrs/ws/rest/v1/person
37856,openmrs/ws/rest/v1/person/dd55457a-1691-11df-97a5-7038c432aabf
37857,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37858,openmrs/ws/rest/v1/concept?q=1%3A8
37859,openmrs/ws/rest/v1/concept?q=Yes
37860,openmrs/ws/rest/v1/person/63f354dc-6098-44a4-b703-4c11cda0df6b?purge=true
37861,openmrs/ws/rest/v1/person
37862,openmrs/ws/rest/v1/person
37863,openmrs/ws/rest/v1/person/3358fd0b-a9c9-4f7e-83df-14e4e9c6aacf?purge=true
37864,openmrs/ws/rest/v1/concept?q=%28%2B%29
37865,openmrs/ws/rest/v1/person/b34f5c46-e026-4b4f-873d-e013b2d2bcd9?purge=true
37866,openmrs/ws/rest/v1/person
37867,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37868,openmrs/ws/rest/v1/obs?patient=dd55457a-1691-11df-97a5-7038c432aabf
37869,openmrs/ws/rest/v1/concept?q=Yes
37870,openmrs/ws/rest/v1/person
37871,openmrs/ws/rest/v1/person/87e1976c-1714-45ee-aa0d-50c84245be3a?purge=true
37872,openmrs/ws/rest/v1/concept?q=1%3A8
37873,openmrs/ws/rest/v1/concept?q=1%3A4
37874,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37875,openmrs/ws/rest/v1/person/0e79d087-b802-4ac2-95fe-9b791b0335de?purge=true
37876,openmrs/ws/rest/v1/person
37877,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
37878,openmrs/ws/rest/v1/person?q=Abinet
37879,openmrs/ws/rest/v1/person/0505202e-8a4c-4512-8396-be821dfabaa2?purge=true
37880,openmrs/ws/rest/v1/person/62020d05-b0a1-43ba-a8a0-7721af768e8d?purge=true
37881,openmrs/ws/rest/v1/person
37882,openmrs/ws/rest/v1/obs?patient=dd55457a-1691-11df-97a5-7038c432aabf
37883,openmrs/ws/rest/v1/person
37884,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37885,openmrs/ws/rest/v1/concept?q=-
37886,openmrs/ws/rest/v1/concept?q=Yes
37887,openmrs/ws/rest/v1/person/aad12e95-85b2-4ed8-84e6-7b8588783273?purge=true
37888,openmrs/ws/rest/v1/person
37889,openmrs/ws/rest/v1/person/c7e4eefe-42cc-4cf0-86ca-7df68e0c65e0?purge=true
37890,openmrs/ws/rest/v1/concept?q=%28%2B%29
37891,openmrs/ws/rest/v1/person/dd553aaf-1691-11df-97a5-7038c432aabf
37892,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37893,openmrs/ws/rest/v1/concept?q=1%3A8
37894,openmrs/ws/rest/v1/person
37895,openmrs/ws/rest/v1/concept?q=Yes
37896,openmrs/ws/rest/v1/person
37897,openmrs/ws/rest/v1/concept?q=1%3A4
37898,openmrs/ws/rest/v1/person
37899,openmrs/ws/rest/v1/person/dd55401d-1691-11df-97a5-7038c432aabf
37900,openmrs/ws/rest/v1/person/77fb26cf-1d2c-476a-b3fe-bfd551a57086?purge=true
37901,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
37902,openmrs/ws/rest/v1/person/c079de18-deca-4e5d-82c1-ea51671cd0b1?purge=true
37903,openmrs/ws/rest/v1/obs?patient=dd55457a-1691-11df-97a5-7038c432aabf
37904,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37905,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37906,openmrs/ws/rest/v1/person/5a16c819-9e23-43de-b56a-a2aec8e402e6?purge=true
37907,openmrs/ws/rest/v1/person
37908,openmrs/ws/rest/v1/encounter?patient=dd552fc1-1691-11df-97a5-7038c432aabf
37909,openmrs/ws/rest/v1/concept?q=-
37910,openmrs/ws/rest/v1/concept?q=%28%2B%29
37911,openmrs/ws/rest/v1/encounter?patient=dd55571f-1691-11df-97a5-7038c432aabf
37912,openmrs/ws/rest/v1/person
37913,openmrs/ws/rest/v1/concept?q=1%3A2
37914,openmrs/ws/rest/v1/person/8a4f8da9-795d-4a28-a31e-e4c4a571aa91?purge=true
37915,openmrs/ws/rest/v1/person/b435e794-ca18-4d48-8e1b-8edb47b3bccc?purge=true
37916,openmrs/ws/rest/v1/person
37917,openmrs/ws/rest/v1/person/907918ae-4fb9-4d84-9d5b-67f3b685d47e?purge=true
37918,openmrs/ws/rest/v1/person
37919,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37920,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37921,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
37922,openmrs/ws/rest/v1/person
37923,openmrs/ws/rest/v1/concept?q=%28%2B%29
37924,openmrs/ws/rest/v1/person/dd554766-1691-11df-97a5-7038c432aabf
37925,openmrs/ws/rest/v1/concept?q=1%3A8
37926,openmrs/ws/rest/v1/person
37927,openmrs/ws/rest/v1/person
37928,openmrs/ws/rest/v1/obs?patient=dd55457a-1691-11df-97a5-7038c432aabf
37929,openmrs/ws/rest/v1/person
37930,openmrs/ws/rest/v1/person/45ce60b0-138d-4a5a-856b-9392d5abad33?purge=true
37931,openmrs/ws/rest/v1/person/54043fe2-d9d9-4d52-8c94-5d22fed7c5ae?purge=true
37932,openmrs/ws/rest/v1/person/f6410d3f-7858-4231-b116-7ec144000795?purge=true
37933,openmrs/ws/rest/v1/person/9bb9fab9-cca5-4041-a9aa-2ecf8fda9910?purge=true
37934,openmrs/ws/rest/v1/person/ecc0ab13-dc7c-431b-83f5-b19ac380a961?purge=true
37935,openmrs/ws/rest/v1/encounter?patient=dd55571f-1691-11df-97a5-7038c432aabf
37936,openmrs/ws/rest/v1/concept?q=-
37937,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37938,openmrs/ws/rest/v1/person
37939,openmrs/ws/rest/v1/obs?patient=dd55457a-1691-11df-97a5-7038c432aabf
37940,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37941,openmrs/ws/rest/v1/concept?q=1%3A2
37942,openmrs/ws/rest/v1/concept?q=%28%2B%29
37943,openmrs/ws/rest/v1/person/f2e6311a-701a-4d3e-8b95-66e21e24ec1e?purge=true
37944,openmrs/ws/rest/v1/encounter?patient=dd55571f-1691-11df-97a5-7038c432aabf
37945,openmrs/ws/rest/v1/person
37946,openmrs/ws/rest/v1/concept?q=1%3A8
37947,openmrs/ws/rest/v1/person
37948,openmrs/ws/rest/v1/person
37949,openmrs/ws/rest/v1/concept?q=Yes
37950,openmrs/ws/rest/v1/person/05aa54ca-7da8-4ec7-a3d0-469265306cb4?purge=true
37951,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
37952,openmrs/ws/rest/v1/concept?q=2+TO+3+TIMES+A+WEEK
37953,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
37954,openmrs/ws/rest/v1/person
37955,openmrs/ws/rest/v1/person/57b4a931-fda8-47b9-adb8-cbf6d7a5db8a?purge=true
37956,openmrs/ws/rest/v1/person
37957,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37958,openmrs/ws/rest/v1/concept?q=1%3A8
37959,openmrs/ws/rest/v1/person/05408737-f7e1-45d9-b4ce-4e2bd4841fe2?purge=true
37960,openmrs/ws/rest/v1/person/384aff6b-51e8-47fe-98f1-0166030076a9?purge=true
37961,openmrs/ws/rest/v1/obs?patient=dd553e53-1691-11df-97a5-7038c432aabf
37962,openmrs/ws/rest/v1/person/dd55571f-1691-11df-97a5-7038c432aabf
37963,openmrs/ws/rest/v1/person/fa3be3df-a862-4442-abea-23130f57b704?purge=true
37964,openmrs/ws/rest/v1/person?q=Ada
37965,openmrs/ws/rest/v1/concept?q=3TC
37966,openmrs/ws/rest/v1/concept?q=Yes
37967,openmrs/ws/rest/v1/person/e917efbc-a15e-4c1e-9e96-a0250887a2e6?purge=true
37968,openmrs/ws/rest/v1/concept?q=-
37969,openmrs/ws/rest/v1/person/dd55457a-1691-11df-97a5-7038c432aabf
37970,openmrs/ws/rest/v1/person
37971,openmrs/ws/rest/v1/obs?patient=dd5538dc-1691-11df-97a5-7038c432aabf
37972,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
37973,openmrs/ws/rest/v1/person
37974,openmrs/ws/rest/v1/person/45033603-1779-4b2f-b6f2-ce77123fe6ee?purge=true
37975,openmrs/ws/rest/v1/person
37976,openmrs/ws/rest/v1/concept?q=1%3A8
37977,openmrs/ws/rest/v1/person/77035f04-c313-4d60-a21d-35cf73549dec?purge=true
37978,openmrs/ws/rest/v1/person
37979,openmrs/ws/rest/v1/person
37980,openmrs/ws/rest/v1/concept?q=%28%2B%29
37981,openmrs/ws/rest/v1/person/fcaf2406-af4f-426d-b730-b2345e39e6e3?purge=true
37982,openmrs/ws/rest/v1/person
37983,openmrs/ws/rest/v1/person/dd555abf-1691-11df-97a5-7038c432aabf
37984,openmrs/ws/rest/v1/concept?q=Yes
37985,openmrs/ws/rest/v1/concept?q=3TC
37986,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
37987,openmrs/ws/rest/v1/person/463ecc10-c7cc-4eb7-90ea-4ea4457997e9?purge=true
37988,openmrs/ws/rest/v1/concept?q=-
37989,openmrs/ws/rest/v1/person/83257869-3446-4866-9fb5-c2a7b5f0cb4f?purge=true
37990,openmrs/ws/rest/v1/person
37991,openmrs/ws/rest/v1/concept?q=Yes
37992,openmrs/ws/rest/v1/person/6dc145c1-c2ba-4f03-a371-31ecd0a6ba6c?purge=true
37993,openmrs/ws/rest/v1/person
37994,openmrs/ws/rest/v1/person
37995,openmrs/ws/rest/v1/person
37996,openmrs/ws/rest/v1/concept?q=1%3A32
37997,openmrs/ws/rest/v1/person/12bea87f-da81-4ae8-8834-685fc9cbcc7c?purge=true
37998,openmrs/ws/rest/v1/concept?q=1%3A8
37999,openmrs/ws/rest/v1/concept?q=3TC
38000,openmrs/ws/rest/v1/person/9767304a-7b78-4152-872c-19e718ede9ca?purge=true
38001,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38002,openmrs/ws/rest/v1/person
38003,openmrs/ws/rest/v1/person/4421f852-393c-49e3-9dde-d6b91afd7007?purge=true
38004,openmrs/ws/rest/v1/person/dd5538dc-1691-11df-97a5-7038c432aabf
38005,openmrs/ws/rest/v1/person
38006,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
38007,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38008,openmrs/ws/rest/v1/concept?q=-
38009,openmrs/ws/rest/v1/person
38010,openmrs/ws/rest/v1/person/dd554766-1691-11df-97a5-7038c432aabf
38011,openmrs/ws/rest/v1/person
38012,openmrs/ws/rest/v1/person
38013,openmrs/ws/rest/v1/person/e4614e4a-4023-4285-8e84-aee734b402c7?purge=true
38014,openmrs/ws/rest/v1/person/e281cf36-0d8f-427c-9a6e-9a3579182a89?purge=true
38015,openmrs/ws/rest/v1/encountertype?q=PEDSINITIAL
38016,openmrs/ws/rest/v1/person/11c67553-c283-4577-9c83-cf50ba319ed2?purge=true
38017,openmrs/ws/rest/v1/person?q=Adicha
38018,openmrs/ws/rest/v1/person/3021b85d-c163-41e9-9917-92b5bd0f3132?purge=true
38019,openmrs/ws/rest/v1/concept?q=1%3A8
38020,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38021,openmrs/ws/rest/v1/person?q=Abey
38022,openmrs/ws/rest/v1/person/dd5536fd-1691-11df-97a5-7038c432aabf
38023,openmrs/ws/rest/v1/concept?q=%28%2B%29
38024,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38025,openmrs/ws/rest/v1/encounter?patient=dd5543ac-1691-11df-97a5-7038c432aabf
38026,openmrs/ws/rest/v1/person/dc097b43-55ed-4b1c-a6aa-2a403d434caa?purge=true
38027,openmrs/ws/rest/v1/encounter?patient=dd553aaf-1691-11df-97a5-7038c432aabf
38028,openmrs/ws/rest/v1/concept?q=%28%2B%29
38029,openmrs/ws/rest/v1/person
38030,openmrs/ws/rest/v1/concept?q=-
38031,openmrs/ws/rest/v1/concept?q=3TC
38032,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38033,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38034,openmrs/ws/rest/v1/person
38035,openmrs/ws/rest/v1/person/8c98d202-89fe-4711-8bbb-05c22fee926c?purge=true
38036,openmrs/ws/rest/v1/encounter?patient=dd5543ac-1691-11df-97a5-7038c432aabf
38037,openmrs/ws/rest/v1/person/dd552fc1-1691-11df-97a5-7038c432aabf
38038,openmrs/ws/rest/v1/encountertype?q=PEDSRETURN
38039,openmrs/ws/rest/v1/obs?patient=dd55352f-1691-11df-97a5-7038c432aabf
38040,openmrs/ws/rest/v1/person
38041,openmrs/ws/rest/v1/person/6bf39c25-a723-49b4-9c00-fe0692e34331?purge=true
38042,openmrs/ws/rest/v1/person/dd553c85-1691-11df-97a5-7038c432aabf
38043,openmrs/ws/rest/v1/person/dd55401d-1691-11df-97a5-7038c432aabf
38044,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38045,openmrs/ws/rest/v1/person
38046,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38047,openmrs/ws/rest/v1/concept?q=1%3A32
38048,openmrs/ws/rest/v1/person/dd55352f-1691-11df-97a5-7038c432aabf
38049,openmrs/ws/rest/v1/person/8b9cb1d5-7229-4952-81d5-eb1dfeeddd8e?purge=true
38050,openmrs/ws/rest/v1/person/f1c74144-7fe5-4d61-92ec-a0b791ba849b?purge=true
38051,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38052,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38053,openmrs/ws/rest/v1/concept?q=%2B
38054,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38055,openmrs/ws/rest/v1/concept?q=3TC
38056,openmrs/ws/rest/v1/concept?q=Yes
38057,openmrs/ws/rest/v1/person/67451055-b3c7-40ee-a3c5-a26fea6ab0d8?purge=true
38058,openmrs/ws/rest/v1/person
38059,openmrs/ws/rest/v1/person/dd552fc1-1691-11df-97a5-7038c432aabf
38060,openmrs/ws/rest/v1/person?q=Abby
38061,openmrs/ws/rest/v1/concept?q=1%3A32
38062,openmrs/ws/rest/v1/person
38063,openmrs/ws/rest/v1/encounter?patient=dd5543ac-1691-11df-97a5-7038c432aabf
38064,openmrs/ws/rest/v1/concept?q=-
38065,openmrs/ws/rest/v1/person/dd55571f-1691-11df-97a5-7038c432aabf
38066,openmrs/ws/rest/v1/person?q=Abinet
38067,openmrs/ws/rest/v1/person/dd5541e2-1691-11df-97a5-7038c432aabf
38068,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38069,openmrs/ws/rest/v1/person/e0fed5e2-c8fd-4e9a-a2b7-9cc3cdf329a3?purge=true
38070,openmrs/ws/rest/v1/person/4da18ca6-8cc4-42aa-b632-ce294f328bc9?purge=true
38071,openmrs/ws/rest/v1/concept?q=Yes
38072,openmrs/ws/rest/v1/person?q=Abby
38073,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
38074,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38075,openmrs/ws/rest/v1/encounter?patient=dd553aaf-1691-11df-97a5-7038c432aabf
38076,openmrs/ws/rest/v1/person/dd55352f-1691-11df-97a5-7038c432aabf
38077,openmrs/ws/rest/v1/person?q=Abinet
38078,openmrs/ws/rest/v1/person?q=Agnisous
38079,openmrs/ws/rest/v1/encounter?patient=dd5543ac-1691-11df-97a5-7038c432aabf
38080,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38081,openmrs/ws/rest/v1/person/dd553e53-1691-11df-97a5-7038c432aabf
38082,openmrs/ws/rest/v1/concept?q=Yes
38083,openmrs/ws/rest/v1/person?q=Abinet
38084,openmrs/ws/rest/v1/person
38085,openmrs/ws/rest/v1/person?q=Abby
38086,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38087,openmrs/ws/rest/v1/encounter?patient=dd55401d-1691-11df-97a5-7038c432aabf
38088,openmrs/ws/rest/v1/obs?patient=dd5536fd-1691-11df-97a5-7038c432aabf
38089,openmrs/ws/rest/v1/person?q=Adison
38090,openmrs/ws/rest/v1/person?q=Abby
38091,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38092,openmrs/ws/rest/v1/person/dd555abf-1691-11df-97a5-7038c432aabf
38093,openmrs/ws/rest/v1/concept?q=3TC
38094,openmrs/ws/rest/v1/concept?q=1%3A32
38095,openmrs/ws/rest/v1/person/404c0784-9646-46c2-9df0-79e4cb462fd0?purge=true
38096,openmrs/ws/rest/v1/person
38097,openmrs/ws/rest/v1/person
38098,openmrs/ws/rest/v1/person?q=Abinet
38099,openmrs/ws/rest/v1/person
38100,openmrs/ws/rest/v1/person
38101,openmrs/ws/rest/v1/person/f081c5ad-3782-4e84-98a5-ef6a034a1339?purge=true
38102,openmrs/ws/rest/v1/person?q=Abby
38103,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38104,openmrs/ws/rest/v1/person
38105,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38106,openmrs/ws/rest/v1/encounter?patient=dd5543ac-1691-11df-97a5-7038c432aabf
38107,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38108,openmrs/ws/rest/v1/person/534bba5f-36b9-47eb-87be-d80f4abf82aa?purge=true
38109,openmrs/ws/rest/v1/person
38110,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
38111,openmrs/ws/rest/v1/person?q=Abinet
38112,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38113,openmrs/ws/rest/v1/person?q=Abyud
38114,openmrs/ws/rest/v1/person?q=Abby
38115,openmrs/ws/rest/v1/encounter?patient=dd55401d-1691-11df-97a5-7038c432aabf
38116,openmrs/ws/rest/v1/encounter?patient=dd553aaf-1691-11df-97a5-7038c432aabf
38117,openmrs/ws/rest/v1/person/cd836c70-9848-44ed-b51d-e0461919093c?purge=true
38118,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38119,openmrs/ws/rest/v1/person/5317dbba-6d86-47b5-bef6-852ad730d100?purge=true
38120,openmrs/ws/rest/v1/obs?patient=dd5536fd-1691-11df-97a5-7038c432aabf
38121,openmrs/ws/rest/v1/concept?q=3TC
38122,openmrs/ws/rest/v1/concept?q=3TC
38123,openmrs/ws/rest/v1/person?q=Abdulahi
38124,openmrs/ws/rest/v1/person
38125,openmrs/ws/rest/v1/person/8aa8fbd4-6902-499d-8e4b-c0bafd88e51e?purge=true
38126,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38127,openmrs/ws/rest/v1/person/9d3f81e3-e930-42a5-8b7b-f6d896ebe245?purge=true
38128,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38129,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38130,openmrs/ws/rest/v1/concept?q=2+TO+4+TIMES+A+MONTH
38131,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38132,openmrs/ws/rest/v1/person?q=Abinet
38133,openmrs/ws/rest/v1/person
38134,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38135,openmrs/ws/rest/v1/person/dd5543ac-1691-11df-97a5-7038c432aabf
38136,openmrs/ws/rest/v1/concept?q=1%3A32
38137,openmrs/ws/rest/v1/person
38138,openmrs/ws/rest/v1/person/d9daa102-0eaa-4fa4-84ab-03654e081b1f?purge=true
38139,openmrs/ws/rest/v1/person?q=Abinet
38140,openmrs/ws/rest/v1/person
38141,openmrs/ws/rest/v1/concept?q=30-60+MIN
38142,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38143,openmrs/ws/rest/v1/person/817bcaa4-51e6-4042-973d-459ef033ec6e?purge=true
38144,openmrs/ws/rest/v1/person/021923c2-1b54-44e5-be29-1c4d1e2590ff?purge=true
38145,openmrs/ws/rest/v1/encounter?patient=dd55401d-1691-11df-97a5-7038c432aabf
38146,openmrs/ws/rest/v1/person/dd552fc1-1691-11df-97a5-7038c432aabf
38147,openmrs/ws/rest/v1/concept?q=3TC
38148,openmrs/ws/rest/v1/person
38149,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38150,openmrs/ws/rest/v1/encounter?patient=dd555e4a-1691-11df-97a5-7038c432aabf
38151,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
38152,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38153,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38154,openmrs/ws/rest/v1/person
38155,openmrs/ws/rest/v1/person
38156,openmrs/ws/rest/v1/obs?patient=dd554766-1691-11df-97a5-7038c432aabf
38157,openmrs/ws/rest/v1/obs?patient=dd5536fd-1691-11df-97a5-7038c432aabf
38158,openmrs/ws/rest/v1/person
38159,openmrs/ws/rest/v1/person/cf37aafa-942a-4263-b9f8-7a0fc02879b7?purge=true
38160,openmrs/ws/rest/v1/encounter?patient=dd553aaf-1691-11df-97a5-7038c432aabf
38161,openmrs/ws/rest/v1/concept?q=3TC
38162,openmrs/ws/rest/v1/person/5d56951f-4b00-4642-a3b6-230af4a4a77b?purge=true
38163,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38164,openmrs/ws/rest/v1/concept?q=3TC
38165,openmrs/ws/rest/v1/person?q=Abinet
38166,openmrs/ws/rest/v1/person/29f8acbf-6e43-4937-9732-2a7b149660d2?purge=true
38167,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38168,openmrs/ws/rest/v1/person/bae8c9eb-69aa-4026-82d6-95173a6568a1?purge=true
38169,openmrs/ws/rest/v1/person?q=Agai
38170,openmrs/ws/rest/v1/concept?q=2+TO+4+TIMES+A+MONTH
38171,openmrs/ws/rest/v1/person
38172,openmrs/ws/rest/v1/person/6aa28e49-1b79-47b6-9854-069e97805c7c?purge=true
38173,openmrs/ws/rest/v1/encounter?patient=dd555e4a-1691-11df-97a5-7038c432aabf
38174,openmrs/ws/rest/v1/encounter?patient=dd55401d-1691-11df-97a5-7038c432aabf
38175,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38176,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38177,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
38178,openmrs/ws/rest/v1/concept?q=30-60+MIN
38179,openmrs/ws/rest/v1/person
38180,openmrs/ws/rest/v1/person/8b90de23-2c6e-4850-bd71-812a94ecb6ae?purge=true
38181,openmrs/ws/rest/v1/person/d7e97ffd-02d2-4420-b399-650fdbbdd819?purge=true
38182,openmrs/ws/rest/v1/obs?patient=dd5536fd-1691-11df-97a5-7038c432aabf
38183,openmrs/ws/rest/v1/person/dd5558ed-1691-11df-97a5-7038c432aabf
38184,openmrs/ws/rest/v1/person
38185,openmrs/ws/rest/v1/concept?q=30+TO+60+MINUTES
38186,openmrs/ws/rest/v1/concept?q=1%3A32
38187,openmrs/ws/rest/v1/encounter?patient=dd553aaf-1691-11df-97a5-7038c432aabf
38188,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38189,openmrs/ws/rest/v1/concept?q=3TC
38190,openmrs/ws/rest/v1/person
38191,openmrs/ws/rest/v1/encountertype?q=ADULTINITIAL
38192,openmrs/ws/rest/v1/person
38193,openmrs/ws/rest/v1/person/9ea3a598-533a-4dad-85ca-054a65988777?purge=true
38194,openmrs/ws/rest/v1/person
38195,openmrs/ws/rest/v1/person
38196,openmrs/ws/rest/v1/person/3df00289-0a1f-4b5d-afd9-73d54c8dca01?purge=true
38197,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38198,openmrs/ws/rest/v1/concept?q=4+TO+5+TIMES+A+WEEK
38199,openmrs/ws/rest/v1/obs?patient=dd5541e2-1691-11df-97a5-7038c432aabf
38200,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38201,openmrs/ws/rest/v1/person
38202,openmrs/ws/rest/v1/person/0b082572-a198-472d-97ff-2724cdce00e6?purge=true
38203,openmrs/ws/rest/v1/person/27dc8749-ed00-4574-8791-3947fdb03fdc?purge=true
38204,openmrs/ws/rest/v1/person?q=Abinet
38205,openmrs/ws/rest/v1/encountertype?q=ADULTRETURN
38206,openmrs/ws/rest/v1/encounter?patient=dd5538dc-1691-11df-97a5-7038c432aabf
38207,openmrs/ws/rest/v1/person
